problem,instance,cost,dist,time,events,skipped
TWr_R_4,8,40401640.83,1640.83,73.87,383,4
TWr_R_4,9,1354.17,1354.17,80.33,397,2
TWr_R_5,1,1103.30,1103.30,80.50,370,3
TWr_R_5,10,30301638.83,1638.83,61.94,316,7
TWr_R_5,2,1140.96,1140.96,59.81,315,4
TWr_R_5,3,1082.23,1082.23,93.07,429,1
TWr_R_5,4,20201539.26,1539.26,58.55,377,2
TWr_R_5,5,1363.40,1363.40,85.23,395,6
TWr_R_5,6,20201617.13,1617.13,73.13,361,6
TWr_R_5,7,10100969.89,969.89,31.47,249,14
TWr_R_5,8,1447.34,1447.34,56.15,295,12
TWr_R_5,9,10101204.15,1204.15,52.60,300,12
TWr_R_6,1,1117.85,1117.85,67.31,405,9
TWr_R_6,10,10101274.77,1274.77,69.65,411,0
TWr_R_6,2,1287.69,1287.69,71.99,370,9
TWr_R_6,3,20201584.00,1584.00,71.93,369,6
TWr_R_6,4,10101306.15,1306.15,56.28,333,12
TWr_R_6,5,20200876.92,876.92,56.59,326,9
TWr_R_6,6,1271.08,1271.08,81.45,412,1
TWr_R_6,7,1381.85,1381.85,50.42,313,14
TWr_R_6,8,30301171.38,1171.38,57.75,369,4
TWr_R_6,9,1282.15,1282.15,66.21,344,11
TWr_R_7,1,1672.75,1672.75,66.15,371,7
TWr_R_7,10,1159.12,1159.12,76.90,408,2
TWr_R_7,2,20201604.84,1604.84,63.90,323,8
TWr_R_7,3,30300975.82,975.82,56.03,401,2
TWr_R_7,4,1081.98,1081.98,86.96,419,1
TWr_R_7,5,40401714.29,1714.29,79.06,346,15
TWr_R_7,6,10101266.59,1266.59,48.44,342,3
TWr_R_7,7,1612.75,1612.75,74.39,387,8
TWr_R_7,8,10101510.55,1510.55,99.23,325,13
TWr_R_7,9,40401151.21,1151.21,67.18,322,4
TWr_R_8,1,20201187.17,1187.17,58.14,364,10
TWr_R_8,10,1131.72,1131.72,73.11,437,0
TWr_R_8,2,1229.79,1229.79,56.42,435,3
TWr_R_8,3,10101303.45,1303.45,47.71,338,3
TWr_R_8,4,10101236.00,1236.00,64.87,342,12
TWr_R_8,5,1260.00,1260.00,59.19,332,3
TWr_R_8,6,1233.93,1233.93,64.92,373,5
TWr_R_8,7,20201571.59,1571.59,68.01,361,5
TWr_R_8,8,20201072.14,1072.14,73.54,335,13
TWr_R_8,9,983.17,983.17,57.91,395,2
TWr_R_9,1,10101302.38,1302.38,78.30,381,3
TWr_R_9,10,10101399.59,1399.59,53.20,329,11
TWr_R_9,2,50501538.73,1538.73,78.55,379,10
TWr_R_9,3,10101515.65,1515.65,85.34,442,2
TWr_R_9,4,30301770.84,1770.84,63.42,363,4
TWr_R_9,5,20201260.76,1260.76,61.21,391,5
TWr_R_9,6,10101460.66,1460.66,103.81,463,0
TWr_R_9,7,10101578.84,1578.84,101.64,429,2
TWr_R_9,8,20201301.47,1301.47,87.20,406,0
TWr_R_9,9,10101243.44,1243.44,70.24,349,9
